index,text,label
train_02_319_104,Modi Bharatiya Janata Party claiming Governor trying run parallel government Congress critics unable prove complicity riots case using Raj Bhawan fulfill hidden agenda destabilising government,1
train_02_32_688,Communist Party India activists staged road blockade Mahbubnagar district demanding legislator arrest compensation one million family deceased,1
train_02_320_290,Modi Sunday addressing massive rally claimed Governor acting behest Congress destabilise government,1
train_02_321_1428,People forced come streets protest conspiracy dislodge government said Modi demanding recalled,1
train_02_322_2111,The Sadbhavna fast expenses two thousand and two riots Lokayukta issues likely become major elections issue Bharatiya Janata Party Congress planning use show side poor light,0
train_02_323_672,Alongside protests also celebrations different parts city hail decision,1
train_02_324_1138,Derby Lewis died Pretoria hospital aged eighty Thursday mastermind behind assassination anti-apartheid struggle hero Chris Hani,0
train_02_33_2291,MEDIA Caixin reporter freed bail forced demolition campaign Qingdao prosecutors order release Chen Baocheng lawyers involved case say,1
train_02_34_1664,PUBLISHED Wednesday twenty-five June two thousand and fourteen 11pm Seven detained arson attack kills Shandong villager latest China land dispute violence,1
train_02_34_2285,The journalist detained August fighting forced demolition village,1
train_02_34_3157,twenty-six Mar two thousand and fourteen prominent journalist held detention ten months protesting demolition homes Shandong province freed bail,1
train_02_35_2106,six others detained last August accused illegal detention bulldozer driver feared knock houses,1
train_02_36_2518,Lawyers convinced accept bail continue campaign,1
train_02_37_2895,Police said protesters trapped driver bulldozer last August twenty-five hours doused petrol threatening burn alive,1
train_02_38_2497,Reliance attacks Congress expels NSUI leader sixteenth January two thousand and ten Prime Minister HYDERABAD The ruling Congress party Andhra Pradesh Saturday expelled leader National Students Union India NSUI party alleged involvement recent attacks Reliance outlets state,1
train_02_39_29,Following telecast baseless story linking Reliance death YSR Reliance outlets across state targeted,1
train_02_4_1957,AMU Registrar Prof Abdul Jaleel notice says university closed sine die basis report received district administration view unfortunate incident occurred Friday evening,1
train_02_40_1598,About two hundred people majority leaders workers Congress party arrested connection one hundred and fourteen cases attacks Reliance outlets,1
train_02_41_998,former state minister also booked inciting violence,1
train_02_42_1527,Maruti Manesar plant closed second day Indian Express Agencies Agencies Manesar Fri Jul twenty two thousand and twelve hrs Maruti Suzuki India Friday said plant remain closed second day violence Wednesday one senior company official killed,1
train_02_43_506,The company stated Thursday still assessing total damage property facilities acts arson,0
train_02_44_1299,Awanish Kumar Dev burnt beyond recognition one hundred others injured violence,0
train_02_45_554,Kumar body identified Thursday family company alleged violence orchestrated act mob implications beyond one company region,0
train_02_46_2486,Taking serious view violence Haryana Chief Secretary Chaudhery said special investigating team formed Assistant Commissioner Police Gurgaon Ravinder Tomar investigate matter,1
train_02_47_2673,Agri calls calm Coligny Molaole Montsho COLIGNY May eight ANA Agricultural body Agri Monday slammed violence flared Coligny North West two farmers accused murder Matlhomola Jonas Mosweu granted bail,1
train_02_48_775,Three houses torched well maize fields,0
train_02_49_655,This type violence solve problem lead security catastrophe unless timely action taken police community leaders ...,1
train_02_49_2288,group farmers pointed protesting residents guns walking home court group farmers attacked journalist farm house looted torched,1
train_02_5_3131,While rivalry student groups led violence firing country made pistol allegedly took place eight students said injured exact provocation behind incident clear,1
train_02_50_471,Solidarity Movement said North West premier Supra Mahumapelo must accept responsibility vandalism took place Coligny,0
train_02_51_2097,The move angered residents protesting front court two granted bail,1
train_02_52_2036,They took street within minutes farm house fire two house set alight road blocked,0
train_02_53_2749,Eleven residents Kgotsong eastern Free State arrested Monday going rampage protest service delivery police said,1
train_02_54_2781,The group marched Bothaville Nala Municipality hand memorandum demands pertaining service delivery,1
train_02_55_2898,Residents went rampage throwing stones Nala Municipality offices said Thakeng,0
train_02_56_2697,The demonstrators proceeded Kgotsong township threw stones house municipal official shattering windows,0
train_02_57_712,NIZAMABAD Students take rally seeking fee reimbursement dues October twenty-two two thousand and sixteen IST response State-wide call students banner Progressive Democratic Students Union took rallies Kamareddy district headquarters Friday demanding release fee reimbursement scholarships,1
train_02_58_213,Later staged dharna premises Collectorates,0
train_02_59_980,Thackeray led morcha unions Veer Jijamata Udyan Azad Maidan,0
train_02_6_1770,The V-C said university received several reports misbehaviour group clashes various halls residence outside,0
train_02_60_2135,The unions protesting rising inflation increased privatisation state anti-labour policies,1
train_02_61_1385,Shiv Sena backing strike,0
train_02_62_354,Thackeray demanded state postpone HSC exams view strike,1
train_02_63_3253,HSC exams start Thursday second day strike,0
train_02_64_33,Thackeray however said exam deferred care would taken ensure affected strike,1
train_02_65_2008,would like request people reconsider strike common people suffer said,0
train_02_66_107,These services affected last two days following stone throwing operated Palakkad depot Friday five operated Saturday,1
train_02_67_10,ANDHRA PRADESH Protests mar land distribution,1
train_02_67_2688,NALGONDA The divisional level meeting convened distribute pattas beneficiaries fifth phase land distribution programme Bhongir Thursday marred protests Minister Information Technology Komatireddy Venkat Reddy distributed pattas,1
train_02_67_3366,April sixteen two thousand and ten IST Staff Reporter Police detain TDP activists,0
train_02_68_1879,The Zilla Parishad vice-chairman Pandari Communist Party India staged sit-in protest meeting resenting alleged violation protocol,1
train_02_69_2024,The members owing allegiance TDP made attempt stall proceedings meeting protest alleged delay allotting lands beneficiaries Singannagudem weaker section housing scheme,1
train_02_7_446,New Delhi October twenty-nine Thu Oct thirty two thousand and eight hrs Several hours migrant labourer YOU allegedly beaten death group Marathi-speaking men suburban train headed Mumbai Centre issued stern advisory Maharashtra government asking act quickly end violence north Indians ensure safety everyone living India financial capital,1
train_02_7_3241,Stop attacks Centre advises Maharashtra migrant killed Indian Express Amitabh Sinha Amitabh Sinha,0
train_02_70_1440,Cornered Earlier beneficiaries Indiramma Adarsha Wards led municipal councillors opposition parties gheraoed Minister Bhongir demanding prompt provision assured benefits programme,1
train_02_71_887,Suspended cop throw may long way Indian Express Muzamil Jaleel Muzamil Jaleel Srinagar Mon Aug sixteen two thousand and ten hrs The embattled Omar Abdullah took another hit today suspended policeman hurled shoe towards dais taking salute unfurling tricolour Independence Day function,0
train_02_72_1899,Abdul Ahad Jan sitting VIP gallery flung brown leather shoe shouted want freedom securitymen took away,0
train_02_73_3074,Referring incident speech Omar said best way protest,0
train_02_74_2088,Thousands people gathered Jan home Ajas later day beating drums shouting slogans Teri jan meri jan Ahad Jan Ahad Jan,0
train_02_75_3175,also announced investigations two recent violent incidents Bhatinda Bagha Purana reached crucial stages affirmed culprits would arrested soon,0
train_02_76_470,The members voiced concern absence breakthrough earlier incidents blasts Punjab emphasised culprits brought book iron fist,0
train_02_77_1457,These included victims bomb blast train Lehra Khana,0
train_02_78_2380,Hazare offers apologise Sharad Pawar twenty-fourth November two thousand and eleven Prime Minister RALEGAN SIDDHI Anna Hazare Thursday offered apologise union Agriculture Minister Sharad Pawar comment attack Nationalist Congress Party leader Delhi,1
train_02_79_1420,Reacting incident Hazare long held politicians responsible much ills country said Was one slap accused could angry right hit someone,0
train_02_8_2528,Earlier came news lynching Dharam Dev Rai twenty-five local train early hours Wednesday,0
train_02_80_1012,Clarifying stand Hazare said addressing group people received note attack Pawar,0
train_02_81_1778,After reading note wanted know attacker stopped slap kind violence Hazare explained,0
train_02_82_1945,While staff employees sported black badges May fifteen seventeen poised stage work-to-rule agitation May twenty-three entire lot take mass casual leave May twenty-five highlight demands,1
train_02_83_106,Coinciding unrest board indefinite hunger strike launched three employees Mahesh Ahire Shriram Gavai Balkrishna Gadekar whose regular promotions denied former two transferred Nashik post,0
train_02_84_1597,While leaders major political parties busy participating public meetings road shows functionaries engaged door-to-door canvassing never mind scorching sun,0
train_02_85_1522,The party organised number conventions addressed Union Labour Minister Mallikarjun Kharge former Chief Minister Dharam Singh senior leaders Shivkumar Ugrappa Rehman Khan Ibrahim among others,0
train_02_86_1035,Kumaraswamy took part road shows campaigning activities three consecutive days,0
train_02_87_1803,took two whirlwind tours constituency,0
train_02_88_944,organised political convention mobilise support secular forces,1
train_02_89_2526,The posts ready enjoy agitation students told media conference Sangareddy Tuesday night,1
train_02_9_2312,Angry Bharatiya Janata Party workers staged road blockade Jogiapalli around three hours protest police action,1
train_02_90_1237,Stating Telangana agitation spread nook corner region fast taken TRS president Chandrasekhar Rao last year Kodandaram said change guard government would help stalling ongoing agitation separate State,1
train_02_91_1337,TAMIL NADU Residents arms lift project burial ground,1
train_02_91_3057,January eleven two thousand and seven IST STRONG REACTION Residents Keelkattalai stage demonstration Tuesday protest construction lift station,1
train_02_92_1191,Photo Muralitharan Staff Reporter Being built part underground drainage network scheme TAMBARAM Residents Keelkattalai Tuesday protested construction lift station powerful pumping station burial ground Arulmurugan Nagar,0
train_02_93_604,The lift station Keelkattalai proposed built Arulmurugan Main Road dropped following protests residents involved filling abandoned well,1
train_02_94_708,Consequently residents staged demonstration Tuesday,0
train_02_95_654,Gandhiji leads fast boycotts I-Day sixteenth August two thousand and nine Prime Minister HEAVEN Mahatma Gandhi led host freedom fighters much deliberation decided celebrate Independence Day instead marking prayers hunger sit-in passing special resolution write Parliament changes want way India run,0
train_02_96_1150,The enthusiastic plans freedom fighters satyagrahis revolutionaries soldiers grand celebrations began ebb right Mumbai attacks Subhash Chandra Bose Bhagat Singh leading agitation boycott celebrations,1
train_02_97_2710,The petition Security Common Indians First Politicians Last signed major revolutionaries freedom struggle including Rash Behari Bose Barin Ghosh Jugantar party revolutionaries like Raja Subodh Mallik Bagha Jatin,0
train_02_98_532,Great revolutionaries Hindustan Republican Association including Jogesh Chatterjee Chandrashekhar Azad Yogendra Shukla Ashfaqullah Khan Bhagat Singh Batukeshwar Dutt protested decreased sense patriotism amongst youth depraved polity increasingly leading reduced sense citizenry,1
train_02_99_2624,The entire protest celebrations began Mangal Pandey joined Rani Lakshmi Bai Maulavi Ahmedullah Shah Rao Sahib Tantia Tope Azimullah Khan Kunwar Singh Rajput chief Jagadishpur Firuz Saha Pran Sukh Yadav Rao Tula Ram Rewari refused food water leaders people India letting every single person fought freedom,1
train_03_0_2147,Hani leader SACP chief staff Umkhonto Sizwe armed wing African National Congress ANC assassinated ten April one thousand nine hundred and ninety-three,0
train_03_1_131,Protests rock Ramban killings Curfew Valley,1
train_03_1_2511,19th July two thousand and thirteen Prime Minister Protests rocked several areas Jammu division today protest firing incident Ramban curfew remained force even authorities stopped fresh batch Amarnath pilgrims leaving shrine,1
train_03_10_1944,Vijaykumar Assistant Director Agriculture Department rushed spot informed farmers staging dharna front department assured protesters would meet demands fifteen days,0
train_03_100_63,Its mangled remains thrown five hundred metres blast spot,0
train_03_101_3285,Initially confusion whether cylinder blast police confirmed bomb blast using high-intensity explosive,0
train_03_102_2883,cannot jump conclusions motive behind blast,0
train_03_103_3305,rumour also circulated one blast Hebbal police denied,0
train_03_104_2080,Leung Chun-ying second meet-the-public session Kwun Tong much quieter affair first one last week caused uproar quarters expressing support police handling protest Mong Kok rival groups clashed teacher verbal attack officers,1
train_03_105_2043,The event Kwun Tong Kung Lok Government School largely peaceful although minor clashes two camps Leung entered end,0
train_03_106_3022,Bharatiya Janata Party CPM cadre resort fisticuffs Delhi six hundred held twenty-third May two thousand and sixteen NEW DELHI CLASHES Bharatiya Janata Party CPM Kerala Left victory Assembly elections found echo national capital Sunday Bharatiya Janata Party team seeking President Pranab Mukherjee intervention stop brawls state,1
train_03_107_2515,streets general sense animosity prevailed CPM Bharatiya Janata Party workers scuffled outside AKG Centre six hundred people detained,1
train_03_108_1816,Bharatiya Janata Party workers broke barriers damaged signboard outside CPM office,0
train_03_109_632,The CPM workers came building confront protesters minor scuffle ensued,1
train_03_11_2437,Farmers stage dharna Harihar grants released far officials,0
train_03_110_1342,Union minister Nitin Gadkari led Bharatiya Janata Party delegation met President told reporters Bharatiya Janata Party RSS workers facing atrocities CPM Kerala,0
train_03_111_2037,Our worker Pramod killed,0
train_03_112_1145,Houses one hundred workers vandalised,0
train_03_113_3266,hope faith democracy condemn violence Gadkari said,0
train_03_114_1422,CPM general secretary Sitaram Yechury alleged Bharatiya Janata Party RSS workers started bout violence Kerala attacking victory procession Kannur,1
train_03_115_1177,This happened across state,0
train_03_116_1519,Bail cancellation plea Raneef dismissed fourth January two thousand and eleven NEWDELHI The Supreme Court dismissed petition filed Kerala Government seeking cancellation bail Raneef one accused hand-chopping Joseph,0
train_03_117_2354,July four seven persons Popular Front India intercepted car colege lecturer Joseph working Newman College chopped palm,0
train_03_118_548,ensuing attack victim son attacked one assailants,0
train_03_119_2208,This caused injury accused thirty-seven case,0
train_03_12_394,The performance comes time instruction city history becoming increasingly politicised recent government attempts bury details may embarrassing China,0
train_03_120_947,The High Court granted bail ground participate direct assault,1
train_03_121_1863,The Ernakulam Sessions Court Monday granted bail first accused Jaffer second accused Asharaf Joseph hand chopping case,0
train_03_122_607,September four two thousand and fourteen IST Officials promise supply water tankers Women took streets carrying pots protest erratic supply drinking water Kelamagalam Udhanapalli Wednesday,1
train_03_122_663,KRISHNAGIRI DHARMAPURI Water supply disrupted villagers block road,1
train_03_123_1648,The protesters blocked Rayakottai road,0
train_03_124_1996,Balagangamanahalli panchayat Dharmapuri residents Eechampatti village laid siege Nallampalli BDO office protest non supply water,1
train_03_125_2910,Meanwhile around two lakh fishermen Tamil Nadu Puducherry strike demanding return detained fishing boats Sri Lanka,1
train_03_126_673,Indian Express Agencies Agencies Bangalore Fri Jul twenty-seven two thousand and twelve hrs Karnataka Assembly today witnessed brief dharna entire opposition members protesting government move pass Finance Bill without tabling annual performance reports various departments,1
train_03_126_1479,Opp stages dharna Karna assembly Finance Bill,1
train_03_127_121,Shettar assured House would take action erring officials following opposition including JDS members withdrew dharna,1
train_03_128_2054,Special team probe fourth April two thousand and nine THIRUVANANTHAPURAM special team led City Control Room Assistant Commissioner Suresh Kumar inquire destruction Chattambi Swami idol Kannammoola,0
train_03_129_3304,City Police Commissioner Ravada Chandrasekhar also directed Shangumugham Assistant Commissioner Suresh Kumar probe role police incident including allegation LDF candidate Ramachandran Nair pushed Pettah Circle Inspector,0
train_03_13_1572,About twenty volunteers dressed period British military uniforms gathering streets city past month mark seventy-fifth anniversary Black Christmas one thousand nine hundred and forty-one British forces Hong Kong surrendered Japanese first ever Crown colony,1
train_03_130_2774,The Home Department also submitted detailed report Wednesday incident Kannammoola Election Commission,0
train_03_131_3068,But miscreants destroyed Chattambi Swami idol Kannammoola could identified even thirty-six hours incident,0
train_03_132_1555,threatened Bharatiya Janata Party candidate Krishnadas began fast front controversial plot Kannammoola Thursday morning,0
train_03_133_447,noon veteran Bharatiya Janata Party leader Rajagopal took fast Krishnadas campaigning,1
train_03_134_3212,Rajagopal concluded fast evening Home Minister office informed Bharatiya Janata Party leaders report sent Election Commission,1
train_03_135_851,The fast Bharatiya Janata Party leaders inaugurated NSS Taluk Union president Sangeeth Kumar,0
train_03_136_578,said peaceful strike demanding memorial Chattambi Swami continue till government takes decision issue,0
train_03_137_2096,The strike intensified consulting like-minded people added,1
train_03_138_747,The idol Chattambi Swami make-shift temple front seventeen cent plot believed birthplace Chattambi Swami Kannammoola destroyed miscreants Tuesday night,0
train_03_139_1173,Protestors activists Janmasthana Samrakshana Samithy alleged idol destroyed directed Sandhya,0
train_03_14_1558,The textbooks syllabus try sidestep so-called embarrassing issues like June fourth one thousand nine hundred and sixty-seven riots Pang added referring date one thousand nine hundred and eighty-nine Tiananmen Square massacre event spurred 1.5 million people quarter population time march Hong Kong largest ever protest,0
train_03_140_3213,Tirupur AIADMK DMK activists clash October twenty-one two thousand and eleven IST The Vellakoil police Wednesday night registered cases three activists DMK AIADMK charges assaulting near polling booth Veerasolapuram panchayat,1
train_03_141_940,The police said two factions got engaged fight following wordy duel poll issues,1
train_03_142_1349,another incident Udumalpet police booked cases Mustalif Hakkim DMDK AIADMK candidates contesting councillors Ward eight Udumalpet Municipality respectively engaging similar clashes,1
train_03_143_1390,The university planned increased despite FeesMustFall protests caused unrest turned violent towards end year,1
train_03_144_1262,Wits students held protests demanding realisation free quality decolonised education line call FeesMustFall movement,1
train_03_145_2578,two questioned Ramajayam murder second April two thousand and twelve TIRUNELVELI Police Sunday picked two persons Tirunelveli district connection murder Ramajayam regarding life threat issued brother former DMK minister Nehru Sunday,1
train_03_146_524,The police questioned Sanmugavel regarding threat call Nehru,0
train_03_147_215,Four persons arrested Sunday connection making life threat calls former minister Nehru,1
train_03_148_611,The caller threatened kill former minister saying Nehru would next target brother Ramajayam,0
train_03_149_1820,The threat came two days Ramajayam murder,0
train_03_15_2667,Last year Hong Kong police revised history section website remove references leftists Communists agitators bomb makers months deadly rioting one thousand nine hundred and sixty-seven,1
train_03_150_2461,CHENNAI Give free hand police Karunanidhi September twenty-seven two thousand and sixteen IST DMK leader Karunanidhi Monday alleged violence broke Coimbatore Tirupur districts following murder Hindu Munnani spokesperson Sasikumar police given free hand deal situation,1
train_03_151_3202,Unacceptable behaviour While demanding arrest Sasikumar murderers Karunanidhi said causing damage public private property wake murder unacceptable,0
train_03_152_1958,ANDHRA PRADESH Women stage dharna gas connection October four two thousand and eight IST Staff Reporter WARANGAL Hundreds women aegis Communist Party India staged dharna Collectorate demanding free gas connection,1
train_03_153_2756,Members several Self Help Groups SHGs reached town sporting placards raising slogans,0
train_03_154_2803,The interdict followed incident morning two security guards chased Durban building site striking workers,1
train_03_155_299,Our attorneys written letter union expressing concern violence site today Thursday said,0
train_03_156_2315,small group workers seen attempting burn notices issued management informed workers industrial action taken non-NUM members illegal strike,0
train_03_157_1240,Metro police intervened fire put,0
train_03_158_3093,Hundreds workers gathered stadium 7.30 Thursday continuing second day NUM strike windy cloudy conditions,0
train_03_159_2565,The strike may continue next week said,0
train_03_16_2283,The decision taken following demonstration staged group persons natives Salem registered District Employment Office DEO post,1
train_03_160_8,Even strike continuing Group Five-WBHO Consortium Wednesday gave reassurance construction stadium track delivery stadium jeopardy,0
train_03_161_18,More thousand workers downed tools 7am Wednesday talks management failed Tuesday,1
train_03_162_830,05th May two thousand and fourteen People representatives human rights activists relatives four workers Orissa killed fire mishap plywood factory Paravoor April sixteen staged protest front Collectorate demanding thorough probe alleged role factory management mishap Saturday,1
train_03_162_879,Fire Mishap Victims Kin Seek Probe,0
train_03_163_1532,The people protesting alleged factory owner Abdul Majeed also unwilling hand bodies family forced cremate Pachalam cremation centre,0
train_03_164_942,Law locals free-for-all nineteenth October two thousand and nine The clash police local people Palode Sunday,0
train_03_165_2991,THIRUVANANTHAPURAM Several persons including police personnel hurt clashes local people police Palode near Nedumangad Thiruvananthapuram district Sunday,1
train_03_166_521,About twenty police personnel including Nedumangad DySP Sukeshan Palode circle inspector Anil Kumar sub-inspector Anil Kumar Pangode sub-inspector Praveen number local people belonging various political parties injured clashes,1
train_03_167_302,The trouble started shifting Palode sub-registrar office rented building Perungamala panchayat functioning several years newly built government-owned building one hundred metres away Nandiyodu panchayat,1
train_03_168_3242,The clashes allegedly sparked local people pelting stones police party,1
train_03_169_1860,violence mounted police hurled teargas shells grenades mob,0
train_03_17_764,Demonstration The agitators demonstrated education officials started handing appointment orders selected candidates demanding inquiry determine genuineness address proof submitted migrated candidates,1
train_03_170_2830,police jeep several two-wheelers damaged,0
train_03_171_2332,The Palode police registered case three hundred persons connection incident,0
train_03_172_2099,The trade union federation said march thousands women Union Buildings Pretoria one thousand nine hundred and fifty-six pass books turning point history,0
train_03_173_1691,"day one thousand nine hundred and fifty-six around 20,000 women participated national march protest pass law legislation required non-white South Africans carry document prove allowed enter white areas",1
train_03_174_988,Women races ages corners country marched Union Buildings Pretoria,0
train_03_175_1622,The march organised Federation South African Women Fedsaw led Helen Joseph Rahima Moosa Sophie Williams Lilian Ngoyi,0
train_03_176_824,Mineworkers across North West decided combine strike efforts workers representative said Rustenburg Saturday,0
train_03_177_3411,realised weak point way striking one one Sphamandla Makahanya said Anglo American Platinum Amplats strike rally Olympia Park Stadium,0
train_03_178_2368,More thousand striking workers gathered mass rally,0
train_03_179_687,The crowd singing dancing police Nyalas vans kept watch proceedings,0
train_03_18_1221,They gheroed Chief Educational Officer Sethurama Varma,0
train_03_180_305,The strike still,0
train_03_181_314,They wildcat strike since September twelve demanding paid minimum R16 zero month,1
train_03_182_1227,ANDHRA PRADESH Delay compensation ryots lay siege MRO office March fourteen two thousand and six IST Staff Reporter Telugu Desam Communist Party India leaders lead protest VIJAYAWADA Betel nut farmers Garikaparru Thotlavalluru villages Thotlavalluru mandal laid siege Mandal Revenue Office Monday,0
train_03_183_3119,Taking strong exception inordinate delay release promised compensation crop loss August two thousand and five floods nearly fifty farmers led Telugu Desam Party MPTC member Gurumurthy local Communist Party India leaders Krishna Babu Kondala Babu squatted MRO,1
train_03_184_426,Efforts persuade farmers relent failed yield result irate farmers continued protest till late evening,1
train_03_185_1760,The strike Anglo American Platinum Amplats Rustenburg continue Rustenburg strike co-ordinating committee said Monday,0
train_03_186_264,The strike,0
train_03_187_203,Amplats said offered reinstate workers terms conditions employment applied illegal strike,0
train_03_188_2310,The company offered once-off hardship allowance R2000 help workers deal financial difficulties arising no-work no-pay principle place striking,1
train_03_189_2007,Workers participate strike would receive once-off loyalty allowance R2000,0
train_03_19_59,MANGALORE Communist Party India demands release Vittal Malekudiya,0
train_03_19_2074,May nineteen two thousand and twelve IST Members Dakshina Kannada Udupi district units Communist Party India Communist Party India staged protest front Deputy Commissioner office Friday condemning Bharatiya Janata Party Government arresting Vittala Malekudiya postgraduate student Mass Communication Journalism Mangalore University alleged links Maoists,1
train_03_190_1403,Amplats workers went strike September twelve demanding monthly salary R16 zero,1
train_03_191_2602,Prolonged strikes may lead company closing said Congress Trade Unions rally Rustenburg,1
train_03_192_2295,PTI GAYA twenty year-old youth shot dead allegedly YOU MLC Manorama Devi son Rocky overtaking vehicle near police line Bihar Gaya district triggering protests area,1
train_03_193_803,The youth murder took political overtones morning Leader Opposition LoP Prem Kumar meeting family members victim express sorrow later addressed large number people blocked road near Mahabir bridge protest murder,1
train_03_194_1514,The protesters led Gaya district unit Bharatiya Janata Party President Anil Swami raised slogans district police demanding arrest prime accused murder case,1
train_03_195_3410,Parties ask resume talks HYDERABAD JANUARY twenty-one day Maoists bandh marked bloodshed uneasy calm continued state even Telangana Rashtra Samiti TRS pressurised government halt encounters resume dialogue militants,1
train_03_196_1599,Chief Minister Rajasekhara Reddy sought details exchange fire Karimnagar yesterday student killed police firing,0
train_03_197_1667,Meanwhile isolated incident Naxalites blew telephone exchange Perur village Devarakadra mandal Mahaboobnagar district early hours today,0
train_03_198_1835,"The move seen highly controversial sparked 13,000 take streets protest ended clashes police",1
train_03_199_2726,"separate extremely rare protest 2,000 members legal profession marched Beijing meddling local legal system",1
train_03_2_6,Additional forces deployed sensitive areas day four persons killed forty-four others including security personnel injured stone-pelting resultant firing mob attacked BSF camp Ramban district alleged high-handedness BSF team,1
train_03_20_1024,Kakkillaya former MLA senior party leader freedom fighter addressed gathering said Government release student along father Linganna Malekudiya immediately ensure education continued,0
train_03_200_2160,Mandya Farmers protest outflow KRS increased September twenty-five two thousand and fifteen IST Even water-level Krishnaraja Sagar near Srirangapatna plummeting steeply rate outflow increased Thursday evening,1
train_03_201_3368,Following hundreds farmers different parts district leadership Melkote MLA Puttannaiah staged protest near KRS entrance Thursday evening,0
train_03_202_491,Thiruvananthapuram Protest assault woman Kochi June twenty-five two thousand and eleven IST Dozens people including women took Freedom Walk main thoroughfare city Thursday midnight protest alleged assault Tasni Banu woman BPO employee Infopark Kochi days ago,1
train_03_203_1966,The march started Martyrs Column Palayam concluded Secretariat,0
train_03_204_2929,The participants raised slogans demanding stern action check atrocities women name moral policing,1
train_03_205_1335,Suraj presided protest meeting,0
train_03_206_1343,Tens thousands pro-democracy protesters marched across Hong Kong mark twentieth anniversary return Chinese control high-profile show dissent,1
train_03_207_835,China president Jinping former British colony three-day tour flew Hong Kong hours annual protest kicked Victoria Park Saturday afternoon,0
train_03_208_1219,know gone back Beijing still want show ignore voice said Howard Cheng twenty-eight one leaders group organises rally Civil Human Rights Front CHRF,0
train_03_209_628,"Organisers said 60,000 people joined 3km march held nearly every year since Hong Kong returned China one thousand nine hundred and ninety-seven",0
train_03_209_3174,fight democracy universal suffrage,1
train_03_21_1411,HUBLI Support Anna Hazare December twenty-nine two thousand and eleven IST Day two dharna organised India Against Corruption Hubli support anti-corruption activist Anna Hazare attracted people various sections society,0
train_03_210_644,Saturday rally followed massive pro-Beijing firework display celebrating anniversary kicked 3.30 local time,0
train_03_211_2826,column protestors surged westwards park towards Hong Kong financial centre carrying flags banners yellow umbrellas symbol two thousand and fourteen mass protests stamped words Power people,0
train_03_212_1119,Many demonstrators carried messages dissent black white T-shirts emblazoned slogans Never back fight Hong Kong poetically born uncertain times carries certain responsibilities,0
train_03_213_768,tell world Nathan Law local pro-democracy legislator among leading rally told Guardian,0
train_03_214_862,Eddie Chu thirty-nine year-old environmentalist pro-democracy politician said rally important chance show power people,0
train_03_215_1705,This need Jason Leung sixteen year-old protestor marching poster carrying rather different message,0
train_03_216_825,think selfish explained teenager first rally said come wanted experience first-hand Hong Kong vibrant democracy movement,1
train_03_217_218,Hong Kong China Jinping hundreds kilometres away time Saturday protest began left demonstrators clear message departure,0
train_03_218_2084,said address protests began Hong Kong must used launchpad challenge Beijing authority questioning China sovereignty territory crosses red line,0
train_03_219_822,Both issues remain deeply unpopular among city residents previous government attempts enact security legislation national education sparked mass protests,1
train_03_22_2482,Wednesday troupe folk artistes joined protests Kittur Chennamma Circle,0
train_03_220_1026,absolutely impermissible Little hour speech democracy protesters attacked pro-China demonstrators hauled away police attempted march daily flag-raising ceremony,1
train_03_221_1032,Thousands heavily armed troops paraded cities China troubled far west officials vowing thunderous anti-terror crackdown apparent upsurge deadly ethnic violence,1
train_03_222_3374,The parades come two separate eruptions bloodletting claimed dozen lives Xinjiang sprawling border region blighted repeated outbreaks ethnic violence terrorist attacks,0
train_03_223_1915,Last Tuesday three machete-wielding attackers reported gunned police killed five civilians Hotan Pishan county,1
train_03_224_2589,twenty-eight December four assailants reportedly shot dead using home-made explosives launch deadly assault government compound Karakax county,1
train_03_225_496,China says Islamic extremists separatists behind attacks although human rights activists suspect much violence driven resentment Communist party rule among region predominantly Muslim ethnic Uighur population,1
train_03_226_1942,Chen gone opposite direction military parades quite remarkable really saw similar-type events two thousand and nine riots talking response really small knife attack Hotan,0
train_03_227_2085,proportion would say level violence seen Xinjiang year,0
train_03_227_2281,China leaders declared people war terror two thousand and fourteen series attacks took place linked Xinjiang,1
train_03_228_1286,Those incidents included street bombing Urumqi knife attack civilians train station Kunming car-bomb attack Beijing Tiananmen Square,0
train_03_229_2254,However recent killings period relative calm appeared descended region,0
train_03_23_2517,getting news Hazare breaking fast ended dharna,0
train_03_230_913,07th April two thousand and sixteen Students Jammu University shout slogans protest rally police action non-Kashmiri students NIT,1
train_03_230_966,Srinagar Jammu PTI SRINAGAR Tension prevailed NIT outstation students today making slew demands including shifting institute Kashmir action policemen involved lathicharge yesterday HRD team rushed Delhi resolve crisis witnessed since last six days,1
train_03_230_2641,Tension Outstation Students Seek Shifting Out NIT,0
train_03_231_978,The developments prestigious engineering institute also triggered politicking even state government assured safety ensured students hailing states campus CRPF deployed instill sense security,0
train_03_232_1441,day lathicharge local police agitating non-local students campus Union HRD Ministry rushed three-member team Sanjeev Sharma Director Technical Education ministry Deputy Director Finance Fazal Mehmood Chairman Board Governors NIT JZarabi morning,0
train_03_233_2765,The students said police taken away national flag clash Friday last demanded returned,0
train_03_234_2041,The students assembled hall inside NIT campus also demanded strict action police personnel including Deputy Superintendent Police resorted lathicharge yesterday,0
train_03_235_1190,also demand DySP change statement said students hurled stones police said student speaking behalf rest,0
train_03_236_2274,officers touch agitating students family members,0
train_03_237_2730,Seeking allay apprehensions students feared agitation bearing academic performance exams due Union Minister said HRD team stay NIT Srinagar till exams begin April eleven,1
train_03_238_2637,want say assured injustice done Irani said adding Mehbooba assured enquiry ordered clashes inside NIT campus,0
